Building/  Project Name,Street Name,Postal District,Type,No. of Bedroom  (for Non-Landed Only),Monthly Rent  ($),Floor Area (Sqft)  1,Lease  Commencement  Date
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,2,3300,900 to 1000,Apr-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,3900,1100 to 1200,Apr-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,4,4700,1200 to 1300,Apr-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,4500,1100 to 1200,Apr-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,4,4350,1300 to 1400,Apr-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,4100,1200 to 1300,Apr-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,4000,1100 to 1200,Mar-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,4200,1100 to 1200,Mar-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,3800,1100 to 1200,Mar-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,3600,1100 to 1200,Mar-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,3600,1200 to 1300,Mar-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,4,4350,1300 to 1400,Mar-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,4,4350,1300 to 1400,Mar-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,4,4200,1200 to 1300,Feb-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,1,2850,600 to 700,Feb-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,5000,1100 to 1200,Feb-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,1,2300,600 to 700,Feb-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,4,3500,1300 to 1400,Feb-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,3600,1100 to 1200,Feb-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,1,2400,600 to 700,Feb-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,4350,1100 to 1200,Jan-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,3700,1100 to 1200,Jan-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,4000,1100 to 1200,Jan-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,2,3100,900 to 1000,Jan-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,3900,1100 to 1200,Jan-21
VISTA RESIDENCES,JALAN DATOH,12,Non-landed Properties,3,4300,1100 to 1200,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,9000,1900 to 2000,Jun-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2700,400 to 500,Jun-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,4000,1200 to 1300,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2150,300 to 400,Jun-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,3,4600,1200 to 1300,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2000,300 to 400,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2000,300 to 400,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2050,300 to 400,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2050,300 to 400,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1800,300 to 400,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,7500,1300 to 1400,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2050,300 to 400,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5700,1000 to 1100,Jun-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,3,3900,1200 to 1300,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,7500,1300 to 1400,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5250,900 to 1000,Jun-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2600,600 to 700,Jun-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,2,3000,500 to 600,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,7100,1500 to 1600,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5400,1000 to 1100,Jun-21
VOGX,DORSET ROAD,8,Non-landed Properties,2,3100,1400 to 1500,Jun-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3600,1100 to 1200,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5300,1000 to 1100,Jun-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2300,300 to 400,Jun-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2200,300 to 400,Jun-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6000,1300 to 1400,May-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,7000,1900 to 2000,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,May-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,2700,800 to 900,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2300,300 to 400,May-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6500,1300 to 1400,May-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,7700,1500 to 1600,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,May-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,4600,1000 to 1100,May-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3650,1100 to 1200,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,400 to 500,May-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,3,4100,1200 to 1300,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2450,400 to 500,May-21
VOGX,DORSET ROAD,8,Non-landed Properties,3,4200,2000 to 2100,May-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,2,3000,500 to 600,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1950,300 to 400,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,2,2300,700 to 800,May-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6750,1300 to 1400,May-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,1,2300,400 to 500,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2500,700 to 800,May-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2600,300 to 400,May-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2150,300 to 400,May-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5000,900 to 1000,Apr-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2100,300 to 400,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2050,300 to 400,Apr-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,3,4100,1200 to 1300,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2500,400 to 500,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Apr-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2300,300 to 400,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,300 to 400,Apr-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6600,1300 to 1400,Apr-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,3,4100,1200 to 1300,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2200,700 to 800,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,400 to 500,Apr-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5000,1000 to 1100,Apr-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,2,2650,500 to 600,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1950,400 to 500,Apr-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,4000,900 to 1000,Apr-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,4380,1100 to 1200,Apr-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3600,1100 to 1200,Apr-21
VOGX,DORSET ROAD,8,Non-landed Properties,1,2100,500 to 600,Apr-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,1,2000,400 to 500,Apr-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6300,1500 to 1600,Apr-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2200,600 to 700,Apr-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5100,1000 to 1100,Apr-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5700,1000 to 1100,Apr-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6900,1500 to 1600,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1850,300 to 400,Mar-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,10392,1900 to 2000,Mar-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3800,1100 to 1200,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,400 to 500,Mar-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,2,2900,500 to 600,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2000,300 to 400,Mar-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2400,400 to 500,Mar-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3450,1100 to 1200,Mar-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,2,3900,1100 to 1200,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Mar-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,1,2400,400 to 500,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,400 to 500,Mar-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,2,3100,500 to 600,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2600,600 to 700,Mar-21
VOGX,DORSET ROAD,8,Non-landed Properties,2,2650,800 to 900,Mar-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,7500,1300 to 1400,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,400 to 500,Mar-21
VOGX,DORSET ROAD,8,Non-landed Properties,2,2700,800 to 900,Mar-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Mar-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2200,300 to 400,Mar-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,7900,1900 to 2000,Mar-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3300,900 to 1000,Mar-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,2800,800 to 900,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2050,300 to 400,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2000,300 to 400,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2400,400 to 500,Feb-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6600,1300 to 1400,Feb-21
VOGX,DORSET ROAD,8,Non-landed Properties,2,2750,800 to 900,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2300,300 to 400,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2400,400 to 500,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2340,300 to 400,Feb-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,9200,2700 to 2800,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,300 to 400,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,300 to 400,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1950,300 to 400,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2300,400 to 500,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2400,400 to 500,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,300 to 400,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2200,300 to 400,Feb-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,7150,1500 to 1600,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2800,300 to 400,Feb-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2000,300 to 400,Feb-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6700,1500 to 1600,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,5,6200,2400 to 2500,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,7800,1800 to 1900,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,8000,1900 to 2000,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1800,300 to 400,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3200,900 to 1000,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2000,300 to 400,Jan-21
VOGX,DORSET ROAD,8,Non-landed Properties,2,2600,800 to 900,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,7500,1500 to 1600,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,4500,900 to 1000,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6300,1500 to 1600,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5250,1000 to 1100,Jan-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2250,400 to 500,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1950,300 to 400,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2500,400 to 500,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,3,6000,1500 to 1600,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,4500,900 to 1000,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3300,800 to 900,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,2,2400,500 to 600,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1800,300 to 400,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1900,300 to 400,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3150,800 to 900,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,2,5100,1000 to 1100,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,7800,1900 to 2000,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,2750,800 to 900,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,3,4000,1200 to 1300,Jan-21
VIVACE,TONG WATT ROAD,9,Non-landed Properties,1,2200,300 to 400,Jan-21
VIVA,SUFFOLK WALK,11,Non-landed Properties,4,7800,1900 to 2000,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,1,2025,400 to 500,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,3300,800 to 900,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2500,700 to 800,Jan-21
VIZ AT HOLLAND,QUEENSWAY,10,Non-landed Properties,2,2900,800 to 900,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,1950,400 to 500,Jan-21
VOGX,DORSET ROAD,8,Non-landed Properties,3,3700,1100 to 1200,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2000,300 to 400,Jan-21
VIVA VISTA,SOUTH BUONA VISTA ROAD,5,Non-landed Properties,1,2100,400 to 500,Jan-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,1,6500,600 to 700,Jun-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,2,5200,1300 to 1400,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2050,600 to 700,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,1,2000,400 to 500,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2450,600 to 700,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2350,700 to 800,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2300,700 to 800,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,1,1950,500 to 600,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3350,1000 to 1100,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3300,1000 to 1100,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,5,6000,2600 to 2700,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3050,1000 to 1100,Jun-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,4,14500,1700 to 1800,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,2800,1000 to 1100,Jun-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,3,7200,2000 to 2100,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2000,600 to 700,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2400,700 to 800,Jun-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,2,5000,1300 to 1400,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,5,5200,1700 to 1800,Jun-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,4,14000,1700 to 1800,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2300,600 to 700,Jun-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3000,1000 to 1100,May-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,2700,1000 to 1100,May-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,10000,1000 to 1100,May-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,8700,800 to 900,May-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2300,600 to 700,May-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,9000,1000 to 1100,May-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,9200,1300 to 1400,Apr-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,9000,900 to 1000,Apr-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,4,3900,1300 to 1400,Apr-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,10000,1300 to 1400,Apr-21
WAN THO LODGE,WAN THO AVENUE,13,Non-landed Properties,,2900,1100 to 1200,Apr-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3250,1000 to 1100,Apr-21
WAN THO LODGE,WAN THO AVENUE,13,Non-landed Properties,,3200,1100 to 1200,Apr-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,7500,900 to 1000,Apr-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,11000,1300 to 1400,Apr-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,1,6200,600 to 700,Apr-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3250,1000 to 1100,Apr-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,8800,900 to 1000,Apr-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,2,6000,1300 to 1400,Apr-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,4,8500,2200 to 2300,Apr-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,2700,1000 to 1100,Apr-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,1,1800,400 to 500,Mar-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,10000,1300 to 1400,Mar-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,7700,800 to 900,Mar-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2500,600 to 700,Mar-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2400,700 to 800,Mar-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,1,6000,600 to 700,Mar-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,8600,900 to 1000,Mar-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,2600,1000 to 1100,Mar-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,3,7000,1600 to 1700,Feb-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2300,700 to 800,Feb-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,5,4000,1900 to 2000,Feb-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2300,700 to 800,Feb-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,8000,800 to 900,Feb-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,4,13500,1600 to 1700,Feb-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,12500,1300 to 1400,Feb-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3100,1000 to 1100,Feb-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,1,6200,600 to 700,Jan-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,9000,1300 to 1400,Jan-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,2,5300,1300 to 1400,Jan-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,1,6000,600 to 700,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,1,1750,400 to 500,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3200,1000 to 1100,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2100,700 to 800,Jan-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,1,5200,600 to 700,Jan-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,3,9200,1000 to 1100,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,2900,1000 to 1100,Jan-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,2,7500,800 to 900,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,3100,1000 to 1100,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,2650,1000 to 1100,Jan-21
WALLICH RESIDENCE,WALLICH STREET,2,Non-landed Properties,1,6000,600 to 700,Jan-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,3,7100,1600 to 1700,Jan-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,4,8500,2200 to 2300,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,3,2800,1000 to 1100,Jan-21
VUE 8 RESIDENCE,PASIR RIS HEIGHTS,18,Non-landed Properties,2,2200,600 to 700,Jan-21
VOLARI,BALMORAL ROAD,10,Non-landed Properties,3,7800,2000 to 2100,Jan-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,2,3200,900 to 1000,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,3800,1200 to 1300,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,2,3300,900 to 1000,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,4,5100,1500 to 1600,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,4000,1200 to 1300,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,4,5000,1500 to 1600,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,4,3800,1400 to 1500,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,3400,1200 to 1300,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,4000,1200 to 1300,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,4200,1300 to 1400,Jun-21
WARNER COURT,HOLLAND AVENUE,10,Non-landed Properties,2,3875,1200 to 1300,Jun-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,2800,1200 to 1300,May-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,4000,1200 to 1300,May-21
WATER PLACE,TANJONG RHU ROAD,15,Non-landed Properties,3,4200,1200 to 1300,May-21
